customer_id,order_date,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST01126,2025-09-14,16,2,2073.54,5,1,3,9,Potential Loyalists
CUST01127,2025-05-23,130,2,774.6899999999999,2,1,1,4,Lost Customers
CUST01128,2025-04-01,182,1,1108.73,1,1,2,4,Lost Customers
CUST01129,2025-04-26,157,1,675.97,1,1,1,3,Lost Customers
CUST01130,2025-06-23,99,4,2506.58,2,1,3,6,At Risk
CUST01131,2025-09-08,22,4,3713.8100000000004,4,1,4,9,Potential Loyalists
CUST01132,2025-09-26,4,6,5419.860000000001,5,2,5,12,Loyal Customers
CUST01133,2025-08-25,36,2,779.1500000000001,4,1,2,7,At Risk
CUST01134,2025-07-14,78,6,5861.26,3,2,5,10,Loyal Customers
CUST01135,2025-06-29,93,3,3302.06,2,1,4,7,At Risk
CUST01136,2025-06-25,97,7,3931.0,2,2,4,8,Potential Loyalists
CUST01137,2025-06-07,115,3,1483.05,2,1,2,5,Lost Customers
CUST01138,2025-05-19,134,5,2475.44,2,2,3,7,At Risk
CUST01139,2025-09-09,21,1,2270.63,4,1,3,8,Potential Loyalists
CUST01140,2025-09-08,22,6,4791.77,4,2,5,11,Loyal Customers
CUST01141,2025-06-07,115,1,691.6,2,1,1,4,Lost Customers
CUST01142,2025-08-21,40,2,1015.4200000000001,4,1,2,7,At Risk
CUST01143,2025-09-30,0,1,438.47,5,1,1,7,At Risk
CUST01144,2025-08-23,38,3,3548.18,4,1,4,9,Potential Loyalists
CUST01145,2025-03-31,183,3,1800.48,1,1,3,5,Lost Customers
CUST01146,2025-09-07,23,6,5057.68,4,2,5,11,Loyal Customers
CUST01147,2025-09-29,1,5,3143.68,5,2,4,11,Loyal Customers
CUST01148,2025-05-25,128,9,6527.14,2,3,5,10,Loyal Customers
CUST01149,2025-07-20,72,6,3722.95,3,2,4,9,Potential Loyalists
CUST01150,2025-04-16,167,5,2478.69,1,2,3,6,At Risk
CUST01151,2025-06-17,105,4,3131.54,2,1,4,7,At Risk
CUST01152,2025-09-29,1,7,6158.0599999999995,5,2,5,12,Loyal Customers
CUST01153,2025-08-28,33,1,714.43,4,1,1,6,At Risk
CUST01154,2025-08-06,55,4,2889.22,3,1,4,8,Potential Loyalists
CUST01155,2025-09-29,1,4,2257.0899999999997,5,1,3,9,Potential Loyalists
CUST01156,2025-09-23,7,4,2151.96,5,1,3,9,Potential Loyalists
CUST01157,2025-09-30,0,5,3696.5,5,2,4,11,Loyal Customers
CUST01158,2025-08-19,42,3,3891.19,4,1,4,9,Potential Loyalists
CUST01159,2025-07-24,68,5,3132.18,3,2,4,9,Potential Loyalists
CUST01160,2025-04-17,166,3,1700.8000000000002,1,1,3,5,Lost Customers
CUST01161,2025-04-29,154,5,4953.99,1,2,5,8,Potential Loyalists
CUST01162,2025-04-08,175,2,2483.96,1,1,3,5,Lost Customers
CUST01163,2024-09-20,375,1,379.14,1,1,1,3,Lost Customers
CUST01164,2025-08-24,37,1,965.68,4,1,2,7,At Risk
CUST01165,2025-04-28,155,2,1690.75,1,1,3,5,Lost Customers
CUST01166,2025-08-20,41,4,3104.76,4,1,4,9,Potential Loyalists
CUST01167,2025-09-07,23,8,5924.16,4,3,5,12,Loyal Customers
CUST01168,2025-09-16,14,1,510.5,5,1,1,7,At Risk
CUST01169,2025-08-07,54,1,1183.74,3,1,2,6,At Risk
CUST01170,2025-05-14,139,2,1210.01,2,1,2,5,Lost Customers
CUST01171,2025-05-21,132,1,744.73,2,1,1,4,Lost Customers
CUST01172,2025-09-03,27,9,7960.78,4,3,5,12,Loyal Customers
CUST01173,2025-07-14,78,5,3912.61,3,2,4,9,Potential Loyalists
CUST01174,2025-07-03,89,3,1722.3700000000001,2,1,3,6,At Risk
CUST01175,2025-08-13,48,8,5633.0,3,3,5,11,Loyal Customers
CUST01176,2025-02-27,215,1,149.0,1,1,1,3,Lost Customers
CUST01177,2025-08-05,56,3,2144.58,3,1,3,7,At Risk
CUST01178,2025-07-25,67,3,1298.14,3,1,2,6,At Risk
CUST01179,2025-06-14,108,1,536.83,2,1,1,4,Lost Customers
CUST01180,2025-09-07,23,2,2328.54,4,1,3,8,Potential Loyalists
CUST01181,2025-05-16,137,1,296.32,2,1,1,4,Lost Customers
CUST01182,2025-06-14,108,4,3106.33,2,1,4,7,At Risk
CUST01183,2025-09-24,6,3,1498.98,5,1,2,8,Potential Loyalists
CUST01184,2025-08-31,30,4,2161.4,4,1,3,8,Potential Loyalists
CUST01185,2025-09-07,23,6,5763.86,4,2,5,11,Loyal Customers
CUST01186,2025-04-30,153,3,2962.35,1,1,4,6,At Risk
CUST01187,2025-09-04,26,3,1729.96,4,1,3,8,Potential Loyalists
CUST01188,2025-06-30,92,2,688.52,2,1,1,4,Lost Customers
CUST01189,2025-04-22,161,3,3126.0299999999997,1,1,4,6,At Risk
CUST01190,2025-09-03,27,4,2968.92,4,1,4,9,Potential Loyalists
CUST01191,2025-08-09,52,1,510.71,3,1,1,5,Lost Customers
CUST01192,2025-09-06,24,4,2428.7599999999998,4,1,3,8,Potential Loyalists
CUST01193,2024-06-30,457,1,270.13,1,1,1,3,Lost Customers
CUST01194,2025-07-07,85,3,1852.1599999999999,3,1,3,7,At Risk
CUST01195,2025-06-28,94,1,542.27,2,1,1,4,Lost Customers
CUST01196,2025-06-11,111,3,3110.08,2,1,4,7,At Risk
CUST01197,2025-07-15,77,2,406.22,3,1,1,5,Lost Customers
CUST01198,2025-08-30,31,1,592.73,4,1,1,6,At Risk
CUST01199,2024-10-06,359,3,2144.4,1,1,3,5,Lost Customers
CUST01200,2025-08-03,58,1,524.27,3,1,1,5,Lost Customers
CUST01201,2025-04-25,158,7,5885.4,1,2,5,8,Potential Loyalists
CUST01202,2025-05-21,132,1,650.67,2,1,1,4,Lost Customers
CUST01203,2025-08-01,60,2,584.44,3,1,1,5,Lost Customers
CUST01204,2025-07-11,81,7,4565.2699999999995,3,2,5,10,Loyal Customers
CUST01205,2025-01-11,262,4,1861.62,1,1,3,5,Lost Customers
CUST01206,2025-07-19,73,1,819.46,3,1,2,6,At Risk
CUST01207,2025-06-12,110,2,638.4200000000001,2,1,1,4,Lost Customers
CUST01208,2025-06-27,95,3,1407.5300000000002,2,1,2,5,Lost Customers
CUST01209,2025-09-16,14,6,2839.8,5,2,4,11,Loyal Customers
CUST01210,2025-01-07,266,1,429.55,1,1,1,3,Lost Customers
CUST01211,2025-09-25,5,5,3668.5099999999998,5,2,4,11,Loyal Customers
CUST01212,2025-09-10,20,6,5551.95,5,2,5,12,Loyal Customers
CUST01213,2025-04-20,163,1,492.41,1,1,1,3,Lost Customers
CUST01214,2025-05-29,124,4,5584.12,2,1,5,8,Potential Loyalists
CUST01215,2025-07-12,80,4,3464.2299999999996,3,1,4,8,Potential Loyalists
CUST01216,2025-06-15,107,1,1022.33,2,1,2,5,Lost Customers
CUST01217,2025-04-20,163,2,1295.0,1,1,2,4,Lost Customers
CUST01218,2025-09-30,0,5,3872.15,5,2,4,11,Loyal Customers
CUST01219,2025-07-06,86,2,832.04,2,1,2,5,Lost Customers
CUST01220,2025-06-24,98,1,1095.74,2,1,2,5,Lost Customers
CUST01221,2025-09-17,13,1,405.2,5,1,1,7,At Risk
CUST01222,2025-09-12,18,1,1199.39,5,1,2,8,Potential Loyalists
CUST01223,2025-06-04,118,6,3738.91,2,2,4,8,Potential Loyalists
CUST01224,2025-08-28,33,1,1005.1,4,1,2,7,At Risk
CUST01225,2025-06-25,97,1,620.28,2,1,1,4,Lost Customers
CUST01226,2025-08-24,37,4,2967.87,4,1,4,9,Potential Loyalists
CUST01227,2025-08-18,43,5,2824.19,4,2,4,10,Loyal Customers
CUST01228,2025-03-02,212,4,2998.23,1,1,4,6,At Risk
CUST01229,2025-05-06,147,4,1965.74,2,1,3,6,At Risk
CUST01230,2025-06-10,112,2,1398.63,2,1,2,5,Lost Customers
CUST01231,2025-02-16,226,1,872.98,1,1,2,4,Lost Customers
CUST01232,2025-03-31,183,2,906.6800000000001,1,1,2,4,Lost Customers
CUST01233,2025-07-28,64,7,6627.36,3,2,5,10,Loyal Customers
CUST01234,2025-06-07,115,3,2999.91,2,1,4,7,At Risk
CUST01235,2025-04-22,161,5,3111.29,1,2,4,7,At Risk
CUST01236,2025-09-24,6,10,5515.45,5,3,5,13,Champions
CUST01237,2025-06-19,103,3,1474.19,2,1,2,5,Lost Customers
CUST01238,2025-07-24,68,6,4787.57,3,2,5,10,Loyal Customers
CUST01239,2025-03-21,193,1,592.44,1,1,1,3,Lost Customers
CUST01240,2025-09-11,19,1,434.11,5,1,1,7,At Risk
CUST01241,2025-08-23,38,1,185.08,4,1,1,6,At Risk
CUST01242,2025-09-01,29,9,10650.67,4,3,5,12,Loyal Customers
CUST01243,2025-07-18,74,3,1470.48,3,1,2,6,At Risk
CUST01244,2025-08-27,34,5,3977.53,4,2,4,10,Loyal Customers
CUST01245,2025-01-18,255,2,1283.42,1,1,2,4,Lost Customers
CUST01246,2025-01-11,262,3,2938.8999999999996,1,1,4,6,At Risk
CUST01247,2025-09-27,3,1,1439.66,5,1,2,8,Potential Loyalists
CUST01248,2025-06-19,103,1,1386.38,2,1,2,5,Lost Customers
CUST01249,2025-08-04,57,4,2733.47,3,1,4,8,Potential Loyalists
CUST01250,2025-04-08,175,1,612.27,1,1,1,3,Lost Customers
CUST01251,2025-08-09,52,11,6352.58,3,4,5,12,Loyal Customers
CUST01252,2025-08-23,38,4,2575.58,4,1,4,9,Potential Loyalists
CUST01253,2025-06-23,99,2,2035.62,2,1,3,6,At Risk
CUST01254,2025-07-16,76,2,2465.71,3,1,3,7,At Risk
CUST01255,2025-07-14,78,1,2060.75,3,1,3,7,At Risk
CUST01256,2024-12-18,286,1,564.83,1,1,1,3,Lost Customers
CUST01257,2025-09-03,27,5,3430.98,4,2,4,10,Loyal Customers
CUST01258,2025-01-23,250,7,4454.38,1,2,5,8,Potential Loyalists
CUST01259,2025-06-28,94,6,4645.31,2,2,5,9,Potential Loyalists
CUST01260,2025-09-21,9,1,913.67,5,1,2,8,Potential Loyalists
CUST01261,2025-09-12,18,1,345.05,5,1,1,7,At Risk
CUST01262,2025-09-05,25,1,195.09,4,1,1,6,At Risk
CUST01263,2025-08-29,32,9,6440.45,4,3,5,12,Loyal Customers
CUST01264,2025-08-10,51,2,2890.16,3,1,4,8,Potential Loyalists
CUST01265,2025-09-15,15,2,1398.17,5,1,2,8,Potential Loyalists
CUST01266,2025-08-10,51,6,4779.33,3,2,5,10,Loyal Customers
CUST01267,2025-08-03,58,8,5703.88,3,3,5,11,Loyal Customers
CUST01268,2025-09-11,19,7,6083.44,5,2,5,12,Loyal Customers
CUST01269,2025-08-04,57,1,534.09,3,1,1,5,Lost Customers
CUST01270,2025-08-04,57,1,309.87,3,1,1,5,Lost Customers
CUST01271,2025-09-18,12,1,529.98,5,1,1,7,At Risk
CUST01272,2025-08-17,44,1,1860.0,4,1,3,8,Potential Loyalists
CUST01273,2025-05-04,149,2,1602.01,1,1,3,5,Lost Customers
CUST01274,2025-09-05,25,7,5246.08,4,2,5,11,Loyal Customers
CUST01275,2025-08-27,34,3,2647.93,4,1,4,9,Potential Loyalists
CUST01276,2025-06-02,120,4,2151.47,2,1,3,6,At Risk
CUST01277,2025-06-23,99,5,3500.13,2,2,4,8,Potential Loyalists
CUST01278,2025-07-27,65,4,2385.52,3,1,3,7,At Risk
CUST01279,2025-06-21,101,1,1494.42,2,1,2,5,Lost Customers
CUST01280,2025-08-26,35,8,8071.46,4,3,5,12,Loyal Customers
CUST01281,2025-02-27,215,3,1971.02,1,1,3,5,Lost Customers
CUST01282,2025-07-14,78,1,499.65,3,1,1,5,Lost Customers
CUST01283,2025-08-21,40,10,6697.49,4,3,5,12,Loyal Customers
CUST01284,2025-03-22,192,5,4033.89,1,2,5,8,Potential Loyalists
CUST01285,2025-05-29,124,8,6478.76,2,3,5,10,Loyal Customers
CUST01286,2025-02-16,226,3,2241.96,1,1,3,5,Lost Customers
CUST01287,2025-07-03,89,3,1584.08,2,1,3,6,At Risk
CUST01288,2025-05-21,132,1,486.14,2,1,1,4,Lost Customers
CUST01289,2025-09-27,3,1,742.76,5,1,1,7,At Risk
CUST01290,2025-08-08,53,2,1164.42,3,1,2,6,At Risk
CUST01291,2025-03-21,193,4,2476.76,1,1,3,5,Lost Customers
CUST01292,2025-08-20,41,2,2412.52,4,1,3,8,Potential Loyalists
CUST01293,2025-09-15,15,7,5039.13,5,2,5,12,Loyal Customers
CUST01294,2025-09-27,3,1,750.26,5,1,1,7,At Risk
CUST01295,2025-06-01,121,4,12408.61,2,1,5,8,Potential Loyalists
CUST01296,2025-09-14,16,2,1024.56,5,1,2,8,Potential Loyalists
CUST01297,2025-09-28,2,4,1798.5700000000002,5,1,3,9,Potential Loyalists
CUST01298,2024-11-05,329,4,1161.46,1,1,2,4,Lost Customers
CUST01299,2025-04-12,171,3,2011.06,1,1,3,5,Lost Customers
CUST01300,2025-08-15,46,7,4203.76,4,2,5,11,Loyal Customers
CUST01301,2025-07-07,85,4,1662.8999999999999,3,1,3,7,At Risk
CUST01302,2025-09-29,1,8,6399.610000000001,5,3,5,13,Champions
CUST01303,2025-09-10,20,2,1442.63,5,1,2,8,Potential Loyalists
CUST01304,2025-09-03,27,5,2476.58,4,2,3,9,Potential Loyalists
CUST01305,2025-08-11,50,1,311.4,3,1,1,5,Lost Customers
CUST01306,2025-08-07,54,6,7388.34,3,2,5,10,Loyal Customers
CUST01307,2025-02-08,234,2,1179.22,1,1,2,4,Lost Customers
CUST01308,2025-06-03,119,3,2085.04,2,1,3,6,At Risk
CUST01309,2025-07-19,73,6,3102.24,3,2,4,9,Potential Loyalists
CUST01310,2025-05-14,139,5,4044.83,2,2,5,9,Potential Loyalists
CUST01311,2025-08-18,43,5,3799.01,4,2,4,10,Loyal Customers
CUST01312,2025-09-16,14,5,4551.03,5,2,5,12,Loyal Customers
CUST01313,2025-09-26,4,6,7482.84,5,2,5,12,Loyal Customers
CUST01314,2025-09-29,1,5,4109.4400000000005,5,2,5,12,Loyal Customers
CUST01315,2025-02-20,222,1,473.31,1,1,1,3,Lost Customers
CUST01316,2025-06-02,120,1,407.44,2,1,1,4,Lost Customers
CUST01317,2025-01-17,256,4,3389.0,1,1,4,6,At Risk
CUST01318,2025-05-23,130,2,911.45,2,1,2,5,Lost Customers
CUST01319,2025-06-11,111,1,336.29,2,1,1,4,Lost Customers
CUST01320,2025-05-03,150,3,1828.6799999999998,1,1,3,5,Lost Customers
CUST01321,2025-06-23,99,6,2320.32,2,2,3,7,At Risk
CUST01322,2025-06-26,96,4,3476.6,2,1,4,7,At Risk
CUST01323,2024-12-28,276,3,1273.29,1,1,2,4,Lost Customers
CUST01324,2025-02-15,227,1,967.23,1,1,2,4,Lost Customers
CUST01325,2025-03-28,186,5,5492.81,1,2,5,8,Potential Loyalists
CUST01326,2025-05-22,131,3,4393.63,2,1,5,8,Potential Loyalists
CUST01327,2025-07-09,83,5,6114.08,3,2,5,10,Loyal Customers
CUST01328,2025-08-07,54,2,2001.3,3,1,3,7,At Risk
CUST01329,2025-07-31,61,3,1252.03,3,1,2,6,At Risk
CUST01330,2025-09-27,3,5,5048.89,5,2,5,12,Loyal Customers
CUST01331,2025-09-16,14,6,5693.12,5,2,5,12,Loyal Customers
CUST01332,2025-09-13,17,4,3364.3,5,1,4,10,Loyal Customers
CUST01333,2025-08-14,47,1,420.65,3,1,1,5,Lost Customers
CUST01334,2025-04-23,160,4,2962.17,1,1,4,6,At Risk
CUST01335,2025-07-17,75,5,4082.9100000000003,3,2,5,10,Loyal Customers
CUST01336,2025-09-29,1,2,910.6700000000001,5,1,2,8,Potential Loyalists
CUST01337,2025-08-12,49,1,793.95,3,1,2,6,At Risk
CUST01338,2025-09-23,7,1,232.88,5,1,1,7,At Risk
CUST01339,2025-04-21,162,1,450.33,1,1,1,3,Lost Customers
CUST01340,2025-07-16,76,1,624.33,3,1,1,5,Lost Customers
CUST01341,2025-08-23,38,1,395.13,4,1,1,6,At Risk
CUST01342,2025-07-08,84,3,2125.98,3,1,3,7,At Risk
CUST01343,2025-09-26,4,6,3668.71,5,2,4,11,Loyal Customers
CUST01344,2024-08-31,395,1,1054.04,1,1,2,4,Lost Customers
CUST01345,2025-08-23,38,1,2465.11,4,1,3,8,Potential Loyalists
CUST01346,2025-08-23,38,10,6605.54,4,3,5,12,Loyal Customers
CUST01347,2025-05-25,128,1,316.63,2,1,1,4,Lost Customers
CUST01348,2025-05-13,140,4,2160.61,2,1,3,6,At Risk
CUST01349,2025-07-09,83,2,2446.67,3,1,3,7,At Risk
CUST01350,2025-03-24,190,2,1242.73,1,1,2,4,Lost Customers
CUST01351,2025-08-31,30,1,542.87,4,1,1,6,At Risk
CUST01352,2025-05-30,123,7,5877.57,2,2,5,9,Potential Loyalists
CUST01353,2025-07-19,73,1,597.26,3,1,1,5,Lost Customers
CUST01354,2025-09-28,2,2,1041.99,5,1,2,8,Potential Loyalists
CUST01355,2025-07-04,88,1,547.04,2,1,1,4,Lost Customers
CUST01356,2025-08-19,42,2,1149.21,4,1,2,7,At Risk
CUST01357,2025-05-27,126,6,4681.22,2,2,5,9,Potential Loyalists
CUST01358,2025-09-12,18,1,862.52,5,1,2,8,Potential Loyalists
CUST01359,2025-06-16,106,5,3628.17,2,2,4,8,Potential Loyalists
CUST01360,2025-04-23,160,8,12310.69,1,3,5,9,Potential Loyalists
CUST01361,2025-09-25,5,1,805.77,5,1,2,8,Potential Loyalists
CUST01362,2025-07-12,80,4,2803.19,3,1,4,8,Potential Loyalists
CUST01363,2025-07-09,83,4,3031.55,3,1,4,8,Potential Loyalists
CUST01364,2025-05-05,148,1,1261.0,1,1,2,4,Lost Customers
CUST01365,2025-01-26,247,2,749.98,1,1,1,3,Lost Customers
CUST01366,2025-06-24,98,6,3862.08,2,2,4,8,Potential Loyalists
CUST01367,2025-08-05,56,1,363.62,3,1,1,5,Lost Customers
CUST01368,2024-11-26,308,1,498.64,1,1,1,3,Lost Customers
CUST01369,2025-09-06,24,1,477.43,4,1,1,6,At Risk
CUST01370,2025-04-22,161,3,3575.2599999999998,1,1,4,6,At Risk
CUST01371,2025-09-22,8,2,2334.49,5,1,3,9,Potential Loyalists
CUST01372,2025-07-21,71,1,366.8,3,1,1,5,Lost Customers
CUST01373,2025-08-16,45,1,291.54,4,1,1,6,At Risk
CUST01374,2025-07-04,88,1,282.0,2,1,1,4,Lost Customers
CUST01375,2025-07-28,64,3,2044.1399999999999,3,1,3,7,At Risk
CUST01376,2025-08-27,34,1,541.57,4,1,1,6,At Risk
CUST01377,2025-09-21,9,1,387.27,5,1,1,7,At Risk
CUST01378,2025-06-05,117,1,348.74,2,1,1,4,Lost Customers
CUST01379,2025-03-28,186,1,2392.34,1,1,3,5,Lost Customers
CUST01380,2025-08-17,44,5,2855.06,4,2,4,10,Loyal Customers
CUST01381,2025-09-28,2,8,5555.42,5,3,5,13,Champions
CUST01382,2025-09-26,4,3,1589.74,5,1,3,9,Potential Loyalists
CUST01383,2025-09-17,13,4,2106.63,5,1,3,9,Potential Loyalists
CUST01384,2025-05-08,145,6,7520.42,2,2,5,9,Potential Loyalists
CUST01385,2025-09-30,0,5,2613.37,5,2,4,11,Loyal Customers
CUST01386,2025-09-16,14,6,7173.83,5,2,5,12,Loyal Customers
CUST01387,2025-05-25,128,7,6963.04,2,2,5,9,Potential Loyalists
CUST01388,2025-07-22,70,2,3498.38,3,1,4,8,Potential Loyalists
CUST01389,2025-07-22,70,4,2967.57,3,1,4,8,Potential Loyalists
CUST01390,2025-09-21,9,4,3249.7799999999997,5,1,4,10,Loyal Customers
CUST01391,2025-06-28,94,3,3715.46,2,1,4,7,At Risk
CUST01392,2025-09-14,16,1,1415.53,5,1,2,8,Potential Loyalists
CUST01393,2025-07-07,85,4,2203.42,3,1,3,7,At Risk
CUST01394,2025-09-14,16,5,5665.21,5,2,5,12,Loyal Customers
CUST01395,2025-08-29,32,6,6043.93,4,2,5,11,Loyal Customers
CUST01396,2025-05-26,127,1,826.44,2,1,2,5,Lost Customers
CUST01397,2025-09-26,4,7,6176.97,5,2,5,12,Loyal Customers
CUST01398,2025-08-04,57,1,1672.19,3,1,3,7,At Risk
CUST01399,2025-09-11,19,7,4005.24,5,2,4,11,Loyal Customers
CUST01400,2025-05-19,134,2,863.9,2,1,2,5,Lost Customers
CUST01401,2025-07-17,75,2,1991.48,3,1,3,7,At Risk
CUST01402,2025-01-19,254,2,1474.48,1,1,2,4,Lost Customers
CUST01403,2024-11-05,329,4,2287.41,1,1,3,5,Lost Customers
CUST01404,2025-03-12,202,9,6788.52,1,3,5,9,Potential Loyalists
CUST01405,2025-05-13,140,3,2413.52,2,1,3,6,At Risk
CUST01406,2025-02-20,222,5,5888.31,1,2,5,8,Potential Loyalists
CUST01407,2025-05-14,139,3,1992.79,2,1,3,6,At Risk
CUST01408,2024-11-27,307,2,792.08,1,1,2,4,Lost Customers
CUST01409,2025-09-04,26,5,3035.77,4,2,4,10,Loyal Customers
CUST01410,2025-05-07,146,8,6063.07,2,3,5,10,Loyal Customers
CUST01411,2025-03-31,183,5,3777.5,1,2,4,7,At Risk
CUST01412,2025-07-01,91,1,348.68,2,1,1,4,Lost Customers
CUST01413,2025-02-08,234,1,623.43,1,1,1,3,Lost Customers
CUST01414,2025-08-31,30,4,2862.6,4,1,4,9,Potential Loyalists
CUST01415,2025-09-21,9,1,509.5,5,1,1,7,At Risk
CUST01416,2025-08-11,50,6,4155.25,3,2,5,10,Loyal Customers
CUST01417,2025-05-04,149,7,3650.18,1,2,4,7,At Risk
CUST01418,2025-04-07,176,2,1190.06,1,1,2,4,Lost Customers
CUST01419,2025-08-20,41,3,2210.94,4,1,3,8,Potential Loyalists
CUST01420,2025-07-25,67,4,4338.21,3,1,5,9,Potential Loyalists
CUST01421,2025-08-15,46,1,1155.37,4,1,2,7,At Risk
CUST01422,2025-08-03,58,4,2154.09,3,1,3,7,At Risk
CUST01423,2025-08-20,41,2,840.3499999999999,4,1,2,7,At Risk
CUST01424,2025-06-29,93,1,2318.97,2,1,3,6,At Risk
CUST01425,2025-08-13,48,1,1148.76,3,1,2,6,At Risk
CUST01426,2025-09-06,24,1,872.32,4,1,2,7,At Risk
CUST01427,2025-09-25,5,7,4513.07,5,2,5,12,Loyal Customers
CUST01428,2025-08-10,51,1,888.61,3,1,2,6,At Risk
CUST01429,2025-08-08,53,6,4315.58,3,2,5,10,Loyal Customers
CUST01430,2025-09-25,5,3,2362.84,5,1,3,9,Potential Loyalists
CUST01431,2025-09-18,12,2,2482.59,5,1,3,9,Potential Loyalists
CUST01432,2025-06-20,102,3,1075.54,2,1,2,5,Lost Customers
CUST01433,2025-06-14,108,4,2386.67,2,1,3,6,At Risk
CUST01434,2025-09-25,5,6,2875.38,5,2,4,11,Loyal Customers
CUST01435,2025-03-28,186,1,2210.82,1,1,3,5,Lost Customers
CUST01436,2025-09-10,20,2,2235.76,5,1,3,9,Potential Loyalists
CUST01437,2025-01-27,246,5,4720.65,1,2,5,8,Potential Loyalists
CUST01438,2025-04-26,157,2,2087.95,1,1,3,5,Lost Customers
CUST01439,2025-09-30,0,8,8418.470000000001,5,3,5,13,Champions
CUST01440,2025-09-24,6,6,7345.46,5,2,5,12,Loyal Customers
CUST01441,2024-11-12,322,1,472.82,1,1,1,3,Lost Customers
CUST01442,2025-06-17,105,4,3545.52,2,1,4,7,At Risk
CUST01443,2025-09-10,20,6,5784.09,5,2,5,12,Loyal Customers
CUST01444,2025-08-29,32,2,1096.85,4,1,2,7,At Risk
CUST01445,2025-06-07,115,10,6651.53,2,3,5,10,Loyal Customers
CUST01446,2025-05-21,132,3,2796.4,2,1,4,7,At Risk
CUST01447,2025-09-12,18,4,2901.61,5,1,4,10,Loyal Customers
CUST01448,2025-02-09,233,2,1268.95,1,1,2,4,Lost Customers
CUST01449,2025-09-27,3,2,874.09,5,1,2,8,Potential Loyalists
CUST01450,2025-05-27,126,6,3188.3,2,2,4,8,Potential Loyalists
CUST01451,2025-08-27,34,2,2411.76,4,1,3,8,Potential Loyalists
CUST01452,2025-06-06,116,4,5779.52,2,1,5,8,Potential Loyalists
CUST01453,2025-07-10,82,4,4084.96,3,1,5,9,Potential Loyalists
CUST01454,2025-07-22,70,3,2311.4700000000003,3,1,3,7,At Risk
CUST01455,2024-10-30,335,3,1376.1200000000001,1,1,2,4,Lost Customers
CUST01456,2025-09-13,17,1,1158.71,5,1,2,8,Potential Loyalists
CUST01457,2025-01-25,248,4,4798.75,1,1,5,7,At Risk
CUST01458,2025-08-09,52,1,1462.88,3,1,2,6,At Risk
CUST01459,2025-07-24,68,6,4817.95,3,2,5,10,Loyal Customers
CUST01460,2025-05-25,128,4,2187.99,2,1,3,6,At Risk
CUST01461,2025-06-15,107,3,1996.1999999999998,2,1,3,6,At Risk
CUST01462,2025-07-12,80,2,635.48,3,1,1,5,Lost Customers
CUST01463,2024-10-09,356,2,987.71,1,1,2,4,Lost Customers
CUST01464,2025-08-19,42,2,1743.4,4,1,3,8,Potential Loyalists
CUST01465,2025-09-20,10,2,670.57,5,1,1,7,At Risk
CUST01466,2025-08-05,56,4,2864.6,3,1,4,8,Potential Loyalists
CUST01467,2025-07-03,89,2,649.13,2,1,1,4,Lost Customers
CUST01468,2025-04-17,166,1,1034.31,1,1,2,4,Lost Customers
CUST01469,2025-08-17,44,1,1313.43,4,1,2,7,At Risk
CUST01470,2025-02-01,241,4,2987.34,1,1,4,6,At Risk
CUST01471,2025-07-15,77,6,3471.86,3,2,4,9,Potential Loyalists
CUST01472,2025-09-30,0,8,4686.9800000000005,5,3,5,13,Champions
CUST01473,2025-08-13,48,4,2917.27,3,1,4,8,Potential Loyalists
CUST01474,2025-07-31,61,2,959.29,3,1,2,6,At Risk
CUST01475,2025-06-08,114,1,650.36,2,1,1,4,Lost Customers
CUST01476,2025-05-26,127,3,1923.93,2,1,3,6,At Risk
CUST01477,2025-08-06,55,5,3440.74,3,2,4,9,Potential Loyalists
CUST01478,2025-08-21,40,5,5291.51,4,2,5,11,Loyal Customers
CUST01479,2025-08-19,42,4,1777.74,4,1,3,8,Potential Loyalists
CUST01480,2024-10-18,347,1,682.11,1,1,1,3,Lost Customers
CUST01481,2025-05-31,122,4,3016.96,2,1,4,7,At Risk
CUST01482,2025-04-25,158,5,5965.95,1,2,5,8,Potential Loyalists
CUST01483,2025-09-23,7,8,3817.9,5,3,4,12,Loyal Customers
CUST01484,2025-06-11,111,3,1606.77,2,1,3,6,At Risk
CUST01485,2025-07-23,69,3,2973.96,3,1,4,8,Potential Loyalists
CUST01486,2025-08-13,48,1,770.52,3,1,1,5,Lost Customers
CUST01487,2025-02-10,232,5,2548.9700000000003,1,2,3,6,At Risk
CUST01488,2025-08-28,33,6,2851.24,4,2,4,10,Loyal Customers
CUST01489,2025-08-20,41,5,5689.93,4,2,5,11,Loyal Customers
CUST01490,2025-05-31,122,7,5285.2,2,2,5,9,Potential Loyalists
CUST01491,2025-07-05,87,4,4053.23,2,1,5,8,Potential Loyalists
CUST01492,2025-07-30,62,4,5478.3,3,1,5,9,Potential Loyalists
CUST01493,2025-09-20,10,2,807.4499999999999,5,1,2,8,Potential Loyalists
CUST01494,2025-01-08,265,4,1888.54,1,1,3,5,Lost Customers
CUST01495,2025-07-03,89,6,3722.74,2,2,4,8,Potential Loyalists
CUST01496,2025-09-14,16,1,662.11,5,1,1,7,At Risk
CUST01497,2025-08-26,35,5,3393.85,4,2,4,10,Loyal Customers
CUST01498,2025-09-18,12,5,3640.46,5,2,4,11,Loyal Customers
CUST01499,2025-05-20,133,5,4317.6,2,2,5,9,Potential Loyalists
